Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI,MACD,Signal_Line,Histogram,VWAP,Buy_Signal,Sell_Signal
2021-01-01,102.89278374260847,104.53026420157657,99.72356818528796,101.54242719265972,262434,,,101.54242719265972,,0.0,0.0,0.0,101.54242719265972,False,False
2021-01-04,102.64153338659287,104.60866779962019,101.97223851252441,102.35249604516183,186489,,,101.61957660718372,,0.06462087712269238,0.012924175424538477,0.0516967016981539,101.87894131698452,False,False
2021-01-05,103.57190714980165,104.09124882770247,100.34456699868231,101.98706730780172,184664,,,101.65457572152829,,0.0853623388154574,0.027411808102722264,0.05795053071273514,101.91045550204241,False,False
2021-01-06,106.41139971499196,108.35084698058792,104.70621491349961,105.79547665571388,278428,,,102.04894723906978,,0.4044447158860862,0.10281838965939506,0.30162632622669117,103.0965090974048,False,False
2021-01-07,107.78825305686445,108.65072079644756,103.84531068373933,104.00102372295687,177597,,,102.23485928515427,,0.5066817321643668,0.18359105816038943,0.3230906740039774,103.24393688266615,False,False
2021-01-08,107.51524121477425,108.63686622014764,105.60434483189812,107.94182862952013,368185,,,102.77838017509389,,0.8953740111718957,0.32594764876269067,0.5694263624092051,104.43044863486172,False,False
2021-01-11,111.67537468039502,111.77848468505819,111.18145234641123,111.67778563111948,178209,,,103.62594259947727,,1.4877263665199365,0.5583033923141398,0.9294229742057967,105.21989603222217,False,False
2021-01-12,113.45022272035506,113.55575323607427,110.09675476751347,111.81604545821868,358109,,,104.40595239554789,,1.9458952195496124,0.8358217577612344,1.110073461788378,106.40445182503963,False,False
2021-01-13,113.42565486212253,116.12816871088064,113.0880348505534,114.74414619898734,292941,,,105.39054228158975,,2.516264662417086,1.1719103386924048,1.3443543237246813,107.47265409450685,False,False
2021-01-14,113.42598702241456,116.21698528653573,111.71810125813086,115.30112729766768,252131,,,106.3344075212162,,2.9788914684055072,1.5333065646350255,1.4455849037704818,108.24998982329963,False,False
2021-01-15,114.85178091398453,115.30482416605673,111.61020355943599,111.63666118524658,199864,,,106.83938406064767,,3.0150788035206233,1.829661012412145,1.1854177911084782,108.49710960496274,False,False
2021-01-18,113.30052694590209,114.52846755855256,110.7515164756307,111.77507738876966,248620,,,107.30945009189739,,3.020112580276219,2.0677513259849603,0.952361254291259,108.76988674488547,False,False
2021-01-19,116.16211275696702,116.66782899346724,113.0849428985493,114.62382805739242,498635,,,108.00605751718263,,3.2168899506697386,2.2975790509219163,0.9193108997478223,109.60715691748705,False,False
2021-01-20,110.0711035769366,111.22636708562544,106.3217063397333,108.19129737471886,266562,,,108.02369940837656,,2.8212641898169863,2.40231607870093,0.41894811111605623,109.50659000401197,False,False
2021-01-21,109.54641953316533,111.92378671099421,107.72801526075236,111.20536921702883,307158,,,108.32671558062916,64.13673982550334,2.719588607454881,2.4657705844517204,0.2538180230031606,109.63510977839564,False,False
2021-01-22,107.3837914549808,109.03089590820443,105.35688943833989,106.99613917743518,215158,,,108.19999401842021,56.17902439856231,2.2731567536428656,2.4272478182899495,-0.1540910646470839,109.50229780198447,False,False
2021-01-25,105.00880042723485,106.6501927487684,102.703388045291,104.47977074461362,101468,,,107.84568703996244,53.13730711637714,1.6967473435805118,2.281147723348062,-0.5844003797675503,109.3858558789215,False,False
2021-01-26,106.30482726198552,107.25952805823033,101.89866316149786,102.29710253317202,386453,,,107.31725042026812,45.40908541412589,1.0516923946864125,2.0352566576157325,-0.98356426292932,108.81071214458751,False,False
2021-01-27,105.15231763680312,107.12479191589159,104.58394904537965,106.42315369722157,172255,,,107.23209835140655,52.99526441995664,0.863466047303973,1.8008985355533809,-0.9374324882494078,108.7273810643115,False,False
2021-01-28,103.57222348872875,104.29734308184695,100.51576964917969,101.09370669902181,358078,107.7940765107214,,106.647489622608,41.812638427849336,0.28101412232112466,1.4969216529069298,-1.2159075305858051,108.2109962782095,False,False
2021-01-29,107.10219056820544,108.83348488007454,106.34808270620205,107.2220558287381,444043,108.0780579425253,,106.70221021366801,44.961142480650174,0.3103458595646771,1.2596064942384793,-0.9492606346738022,108.13445884235487,False,False
2021-02-01,106.05410247525829,107.2652153167699,105.26746113448792,106.60885635117468,128718,108.29087595782596,,106.69331936962102,44.17392185266273,0.28087366278958825,1.063859927948701,-0.7829862651591128,108.10098358836849,False,False
2021-02-02,107.23850429631175,110.37794023540273,106.1493936470024,109.95982148798905,325409,108.68951366683532,,107.0044148094656,44.697222193640904,0.5218955290759055,0.9554670481741421,-0.43357151909823655,108.19867752863047,False,False
2021-02-03,107.05563287475768,107.22500955850829,104.11823254978657,104.43799207651945,339967,108.62163943787559,,106.75999359680407,39.15342608959239,0.2642949809029176,0.8172326347198973,-0.5529376538169797,108.0029347022681,False,False
2021-02-04,106.05214023719617,106.98552647896499,98.63062259798254,100.01311592555452,268913,108.42224404800547,,106.11743381858982,38.56777385645429,-0.293522292311323,0.5950816493136533,-0.8886039416249762,107.6869917674813,False,False
2021-02-05,105.48276591618922,106.81472920353629,105.1476328375802,105.8504650056966,314637,108.31767586681431,,106.0920082173619,44.76028968818864,-0.26155615761246054,0.4237540879284305,-0.685310245540891,107.60577896085492,False,False
2021-02-08,103.28245856983878,108.56529835366631,102.66184160562969,106.8834809328605,468697,108.07796063190135,,106.1673865712189,42.927308151603825,-0.15112493928417337,0.3087782824859097,-0.4599032217700831,107.56113934262193,False,False
2021-02-09,104.61588245508018,107.53625255385118,103.60919219386787,107.09377516095905,412425,107.84184711703838,,106.25561405595606,48.8684804958884,-0.04610692451443299,0.2378012410858412,-0.2839081656002742,107.53703395010187,False,False
2021-02-10,104.40809172125473,105.58939309914079,102.81521059820778,104.827410551804,475595,107.3460103346792,,106.11959467460825,43.321510369590314,-0.1440950364705884,0.16142198557455528,-0.3055170220451437,107.38492023739177,False,False
2021-02-11,102.68839368373935,104.30520516152673,100.2261828459978,101.70512131247526,347113,106.6662100354196,,105.6991686401194,44.33061499940568,-0.4682957468502451,0.03547843908959521,-0.5037741859398404,107.16136404006176,False,False
2021-02-12,102.75039648705562,106.0118889018282,101.45932777423458,104.36464168033025,362911,106.30260906017376,,105.57207083442519,49.877015206078944,-0.5048069778105457,-0.07257864429043298,-0.43222833352011275,107.05082427523699,False,False
2021-02-15,105.54374531961926,106.3129674715768,103.28510639905,103.59665292021033,497111,105.89368783674581,,105.38393579497617,51.431489652236394,-0.5889239176572687,-0.17584769896380015,-0.41307621869346856,106.87341848364676,False,False
2021-02-16,108.08455806662624,109.95552165191205,106.99046737539508,109.03727360533868,158026,105.61436011414312,,105.7318727292964,52.79847749341199,-0.21410649202655918,-0.18349945757635197,-0.03060703445020721,106.90817961663214,False,False
2021-02-17,106.71710902581191,108.33462112584373,106.54221602221213,107.72804934414516,480286,105.59119771261444,,105.92198478785343,57.77111967746954,-0.02244569800056695,-0.15128870566119496,0.128843007660628,106.94634583955643,False,False
2021-02-18,107.73181644801618,111.71734601985256,106.97709009442288,109.85223626301394,142968,105.52354106491369,,106.29629445215443,53.399771448932945,0.29742249253355624,-0.061546466022244714,0.35896895855580097,106.98606277405057,False,False
2021-02-19,107.84730237366354,113.60390998296886,107.02026931308362,113.3666224514857,271169,105.8420652286162,,106.96965902351931,58.125652994851194,0.8249919389836009,0.11576121497892441,0.7092307240046765,107.14729111287248,False,False
